TABLE;CODE;PAC1;PAC2;VOLTAGE;PHASES;SEC_PHASES;VOLTAGE_TYPE;FEEDER;TRANSFORMER_TYPE
RAMLIG;14133506RM;2278269-8058168V;16164282PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915605RM;2961325-11543337V;13799255PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918851RM;2267452-7987387;13802507PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918856RM;2267580-7987372;13802512PE;;AN;;BT;BRBBB-FC;
RAMLIG;13794786RM;2278140-8058390;15805123PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914348RM;2277422-8058474;13797995PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916118RM;2411670-8902990V;13799774PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916151RM;3017638-8058367;13799807PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916156RM;2277838-8056091;13799812PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916179RM;2277828-8059440V;13799835PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915322RM;2277422-8058355;13798972PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915323RM;2277422-8058358;13798973PE;;ABCN;;BT;BRBBB-FC;
RAMLIG;14349580RM;2267098-7985841;16379651PE;;AN;;BT;BRBBB-FC;
RAMLIG;14349593RM;2267098-7987265;16379664PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918188RM;2267827-7985606V;13801844PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918189RM;2267296-7983645V;13801845PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918235RM;2267220-7982802;13801891PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916200RM;2277838-8054590;13799856PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916218RM;2267588-7984666;13799874PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916227RM;2267110-7983695_5532352;13799883PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916237RM;2267318-7984185;13799893PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916240RM;2267580-7985408;13799896PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916243RM;2267110-7983695_5532352;13799899PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918855RM;2267110-7985632;13802511PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918814RM;2278278-8057722;13802470PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918815RM;2277422-8058923;13802471PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918844RM;2267320-11802500;13802500PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918862RM;2961337-11543367;13802518PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918863RM;2278064-8057727;13802519PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918680RM;2961333-11543362;13802336PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917433RM;2278119-8056746;13801089PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915905RM;2267273-7986766;13799555PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915913RM;2267145-7985625;13799563PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915921RM;2267613-7983657V;13799571PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915000RM;2267198-7987342V;13798656PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917415RM;2277701-8059073;13801071PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917423RM;2277982-8054316;13801079PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917424RM;2278581-8056878V;13801080PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917447RM;2278476-8055251;13801103PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917461RM;2277614-8052748;13801117PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917467RM;2277901-8052747;13801123PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917470RM;2277901-8052747;13801126PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914963RM;2261077-7939907;13798619PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915480RM;2948465-11486811;13799130PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915881RM;2278064-8058387;13799531PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918714RM;2267588-7983151;13802370PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915080RM;2267243-7986045;13798721PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917471RM;2277901-8059234;13801127PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917478RM;2278631-8054683V;13801134PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917480RM;2278159-8056882;13801136PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913862RM;2267390-7987279;13797503PE;;AN;;BT;BRBBB-FC;
RAMLIG;14349579RM;2267098-7985841;16379650PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924628RM;2278128-8053618;13808284PE;;ABCN;;BT;BRBBB-FC;
RAMLIG;11914134RM;2267343-7985330;13797778PE;;ABCN;;BT;BRBBB-FC;
RAMLIG;11914135RM;2267343-7988593;13797779PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922709RM;2987083-8052504;13806365PE;;ABCN;;BT;BRBBB-FC;
RAMLIG;11922716RM;2278139-8053333;13806372PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922771RM;2278107-8054516V;13806427PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914512RM;2267452-7987204;13798165PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913880RM;2267243-7987190;13797521PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913884RM;2277614-8056740;13797525PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914523RM;2277468-8056855;13798176PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922609RM;2277469-8057561;13806265PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924560RM;2267274-7983412V;13808216PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922614RM;2278232-8053399;13806270PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918411RM;2277468-8056714;13802067PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915089RM;2267452-7983458;13798730PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924570RM;2267700-7987821;13808226PE;;AN;;BT;BRBBB-FC;
RAMLIG;11918380RM;2261077-7941369_5500342;13802036PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914913RM;2277450-8052713V;13798569PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914589RM;2267282-7987148V;13798243PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924494RM;2277468-8054596;13808150PE;;ABCN;;BT;BRBBB-FC;
RAMLIG;11922781RM;2267580-7987371;13806437PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915495RM;2948164-11486159;13799145PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915547RM;2267343-7983694;13799197PE;;AN;;BT;BRBBB-FC;
RAMLIG;13160646RM;2277422-8053812;15078371PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11917252RM;2277756-8056723;13800908PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917263RM;2278091-8058492;13800919PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917269RM;2277612-8056872V;13800925PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914924RM;2277852-8056752;13798580PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915619RM;2961293-11543115V;13799269PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915891RM;2267021-7986589;13799541PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917376RM;2278064-8053803;13801032PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917391RM;2278257-8056829;13801047PE;;AN;;BT;BRBBB-FC;
RAMLIG;11917394RM;2277586-8057111;13801050PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915485RM;2948172-11486120V;13799135PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915370RM;2267343-7987829;13799020PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915764RM;2267666-7983560;13799414PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915767RM;2267666-7986404;13799417PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915792RM;2267052-7986126V;13799442PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914587RM;2277650-8054568V;13798241PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914619RM;2278561-8054654;13798273PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915609RM;2277887-8056427;13799259PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915617RM;2961294-11543119V;13799267PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915620RM;2961292-11543114V;13799270PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915911RM;2267588-7984666;13799561PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914454RM;2278257-8054104;13798107PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916250RM;2267110-7985632;13799906PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914109RM;2267061-7984467;13797753PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914125RM;2267080-7983401V;13797769PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915882RM;2278064-8056824;13799532PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915883RM;3017638-8057818;13799533PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915889RM;2278064-8054635;13799539PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915942RM;2277982-8054316;13799592PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915473RM;2277838-8056145;13799123PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913850RM;2277717-8052780;13797491PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915539RM;2277919-8055277;13799189PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915445RM;2278257-8054584;13799095PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915540RM;2278489-8058437V;13799190PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915455RM;2267418-7985633;13799105PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915474RM;2277838-8056145;13799124PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915741RM;2267145-7987872;13799391PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915786RM;2267848-7983660V;13799436PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915431RM;2267580-7985666;13799081PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916144RM;2277838-8054215;13799800PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916148RM;3017638-8058490;13799804PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915930RM;2278561-8055449;13799580PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913856RM;2411238-8901743V;13797497PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913864RM;2267327-7984932;13797505PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915908RM;2277751-8052220;13799558PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914923RM;2278577-8053793V;13798579PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915489RM;2948171-11486118V;13799139PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915636RM;2278257-8058352;13799286PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11915490RM;2411018-11486067;13799140PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915946RM;2278002-8059296V;13799596PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915870RM;2277838-8053817;13799520PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915871RM;2277838-8053817;13799521PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915450RM;2267145-7984960;13799100PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915646RM;2277838-8053458;13799296PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915460RM;2277852-8059372;13799110PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915672RM;2278488-8057707;13799322PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915751RM;2277422-8059377;13799401PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916153RM;2277838-8057814;13799809PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916168RM;2267452-7982750;13799824PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916195RM;2987083-8052504;13799851PE;;AN;;BT;BRBBB-FC;
RAMLIG;13612578RM;2278458-8053411;15588321PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915611RM;2278257-8056249;13799261PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915760RM;2267666-7986402;13799410PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915022RM;2278260-8056255;13798679PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915377RM;2266965-7987491;13799027PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915388RM;2267318-7984185;13799038PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915475RM;2277838-8052765;13799125PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915476RM;2948470-11486818V;13799126PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915754RM;2278246-8055415;13799404PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915949RM;2277682-8057526V;13799599PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915755RM;2267269-7983661;13799405PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915759RM;2267666-7983303;13799409PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915763RM;2267666-7983560;13799413PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915769RM;2267320-11802500;13799419PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915857RM;2267400-7985174V;13799507PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915787RM;2267374-7986840V;13799437PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915789RM;2267394-7986842V;13799439PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915878RM;2267580-7987831;13799528PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915802RM;2267856-7983468;13799452PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915907RM;2267269-7983662;13799557PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915912RM;2267588-7984666;13799562PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915803RM;2267283-7983824;13799453PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913791RM;2277982-8054316;13797447PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915795RM;2267107-7987393;13799445PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915872RM;2267580-7984374;13799522PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915885RM;2277468-8055732;13799535PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914534RM;2267232-7983433V;13798187PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914559RM;2278099-8052804V;13798212PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914571RM;2278257-8058351;13798224PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915761RM;2267666-7986402;13799411PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915768RM;2267666-7985837;13799418PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915874RM;2267580-7985343;13799524PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915742RM;2267807-7984900V;13799392PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915339RM;2277838-8053418;13798989PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11925315RM;2278635-8054207;13808971PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915437RM;2277422-8059378;13799087PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915920RM;2267145-7985340;13799570PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925303RM;2278481-8055343;13808959PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925304RM;2278481-8055343;13808960PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925308RM;2278481-8058874;13808964PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925338RM;2278185-8053840;13808994PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924707RM;3114665-7987823;13808363PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924714RM;2267530-7983404;13808370PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925302RM;2278448-8052091V;13808958PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925312RM;2278594-8056926V;13808968PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925332RM;2278100-8058383;13808988PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925339RM;2277955-8056504V;13808995PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915224RM;2267243-7987825;13798873PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924738RM;2267555-7987843;13808394PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924739RM;2267555-7983682;13808395PE;;AN;;BT;BRBBB-FC;
RAMLIG;14226003RM;2985199-7988119;16256952PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924742RM;2267555-7984985;13808398PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925313RM;2277872-8054113V;13808969PE;;AN;;BT;BRBBB-FC;
RAMLIG;14051504RM;2948458-11486779V;16084041PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924716RM;3114666-7985319;13808372PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924719RM;2267530-7986547_5532487;13808375PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925331RM;2277699-8059416;13808987PE;;AN;;BT;BRBBB-FC;
RAMLIG;11920599RM;2277838-8059331;13804255PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924704RM;3114665-7988617;13808360PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925300RM;2277972-8053050V;13808956PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925309RM;2261077-7942504;13808965PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11922415RM;2278246-8058883;13806071PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921007RM;2267269-7983661;13804663PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922498RM;2987083-8055235;13806154PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925329RM;2278132-8053222;13808985PE;;AN;;BT;BRBBB-FC;
RAMLIG;14477626RM;2267668-7986978;16507697PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923326RM;2261077-7942764;13806982PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921637RM;2267343-7986278;13805293PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924248RM;2277422-8053811;13807904PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921607RM;2267110-7988628;13805263PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921616RM;2267452-7983147;13805272PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921623RM;2267452-7987375;13805279PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922462RM;2277625-8056235V;13806118PE;;AN;;BT;BRBBB-FC;
RAMLIG;13294651RM;2267811-7987478;15200771PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922476RM;2987083-8052506;13806132PE;;AN;;BT;BRBBB-FC;
RAMLIG;11920527RM;2278561-8057831;13804183PE;;AN;;BT;BRBBB-FC;
RAMLIG;10703686RM;2267481-7987247V;12615082PE;;AN;;BT;BRBBB-FC;
RAMLIG;14460305RM;3015381-11806993;16490376PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925342RM;2277590-8057592;13808998PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916605RM;2278257-8055466;13800261PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11916608RM;2277680-8054670V;13800264PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916620RM;2278257-8054989;13800276PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924954RM;2278128-8053618;13808610PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11925295RM;2996183-8055595V;13808951PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925299RM;2278480-8054836;13808955PE;;AN;;BT;BRBBB-FC;
RAMLIG;11920820RM;2411481-8903096V;13804476PE;;AN;;BT;BRBBB-FC;
RAMLIG;11925215RM;2278583-8058555;13808871PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921631RM;2267588-7987838;13805287PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922496RM;3008400-8053759;13806152PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922510RM;3017638-8052740;13806166PE;;AN;;BT;BRBBB-FC;
RAMLIG;14332547RM;2278141-8051928;16362618PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922451RM;2277786-8054525;13806107PE;;AN;;BT;BRBBB-FC;
RAMLIG;14506113RM;2267482-7985664;16536184PE;;AN;;BT;BRBBB-FC;
RAMLIG;14506118RM;3015381-11807006;16536189PE;;AN;;BT;BRBBB-FC;
RAMLIG;14135891RM;3014454-11802538;16166667PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916381RM;2278481-8058874;13800037PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137624RM;2267016-7984138;16168400PE;;AN;;BT;BRBBB-FC;
RAMLIG;12995121RM;2996260-7987682V;14890630PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137626RM;2278087-8052543;16168402PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137630RM;2277878-8052156;16168406PE;;AN;;BT;BRBBB-FC;
RAMLIG;11393478RM;2277838-8054620;13272237PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137635RM;2267767-7983993;16168411PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137631RM;2267316-7986344;16168407PE;;AN;;BT;BRBBB-FC;
RAMLIG;12994913RM;3024716-7984927V;14890626PE;;AN;;BT;BRBBB-FC;
RAMLIG;14495524RM;3015381-11807005;16525595PE;;AN;;BT;BRBBB-FC;
RAMLIG;14495526RM;3015381-11807004;16525597PE;;AN;;BT;BRBBB-FC;
RAMLIG;14495533RM;3015381-11806998;16525604PE;;AN;;BT;BRBBB-FC;
RAMLIG;11303901RM;2277612-8056872V;13185589PE;;AN;;BT;BRBBB-FC;
RAMLIG;13293601RM;2267555-7983682;15199721PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923285RM;2261077-7939907;13806941PE;;AN;;BT;BRBBB-FC;
RAMLIG;14419465RM;2267482-7988206;16449536PE;;AN;;BT;BRBBB-FC;
RAMLIG;4723140RM;2996303-8059211;5074963PE;;AN;;BT;BRBBB-FC;
RAMLIG;14299735RM;2985199-7983685_5532102;16329806PE;;AN;;BT;BRBBB-FC;
RAMLIG;4723095RM;2277459-8051883;5074547PE;;AN;;BT;BRBBB-FC;
RAMLIG;4723110RM;2277608-8056436;5074640PE;;AN;;BT;BRBBB-FC;
RAMLIG;4723115RM;2277991-8056215;5074795PE;;AN;;BT;BRBBB-FC;
RAMLIG;14450422RM;2267228-7987106;16480493PE;;AN;;BT;BRBBB-FC;
RAMLIG;14450426RM;2267228-7987368;16480497PE;;AN;;BT;BRBBB-FC;
RAMLIG;14450410RM;2267228-7987104;16480481PE;;AN;;BT;BRBBB-FC;
RAMLIG;14450411RM;2267228-7984941;16480482PE;;AN;;BT;BRBBB-FC;
RAMLIG;14508859RM;3114666-7985319;16538930PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923094RM;2277838-8052718;13806750PE;;AN;;BT;BRBBB-FC;
RAMLIG;5199642RM;2278487-8059367V;6913717PE;;AN;;BT;BRBBB-FC;
RAMLIG;5199648RM;2277884-8053787V;6913723PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137643RM;2278532-8053260;16168419PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916328RM;2278448-8052091V;13799984PE;;AN;;BT;BRBBB-FC;
RAMLIG;12086402RM;2267270-7983435V;13982487PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914783RM;2277883-8056053;13798439PE;;AN;;BT;BRBBB-FC;
RAMLIG;11914778RM;2267457-7986148;13798433PE;;AN;;BT;BRBBB-FC;
RAMLIG;3845492RM;2267451-7983692;5005628PE;;AN;;BT;BRBBB-FC;
RAMLIG;3845510RM;2267564-7983486;5005646PE;;AN;;BT;BRBBB-FC;
RAMLIG;3845518RM;2267564-7985323;5005654PE;;AN;;BT;BRBBB-FC;
RAMLIG;3845527RM;2267767-7987090;5005663PE;;AN;;BT;BRBBB-FC;
RAMLIG;3845706RM;2267185-7985463;5005732PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915161RM;2267452-7988631;13798808PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915166RM;2267452-7985635;13798813PE;;AN;;BT;BRBBB-FC;
RAMLIG;3845342RM;2267327-7986456;5005470PE;;AN;;BT;BRBBB-FC;
RAMLIG;14504180RM;2411013-11806988;16534251PE;;AN;;BT;BRBBB-FC;
RAMLIG;5205569RM;2277920-8052836;6919644PE;;AN;;BT;BRBBB-FC;
RAMLIG;14134776RM;2267580-7983454;16165552PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915977RM;2278532-8056254;13799627PE;;AN;;BT;BRBBB-FC;
RAMLIG;5201815RM;2278396-8056230;6915890PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915987RM;2278532-8052767;13799637PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915991RM;2278532-8058472;13799641PE;;AN;;BT;BRBBB-FC;
RAMLIG;11915998RM;2278532-8053244;13799648PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924161RM;2277838-8058371;13807817PE;;AN;;BT;BRBBB-FC;
RAMLIG;12061166RM;2277463-8052787;13956173PE;;AN;;BT;BRBBB-FC;
RAMLIG;5201737RM;2267442-7983296;6915812PE;;AN;;BT;BRBBB-FC;
RAMLIG;14506288RM;2267482-7987151;16536359PE;;AN;;BT;BRBBB-FC;
RAMLIG;14137655RM;2278087-8052790;16168431PE;;AN;;BT;BRBBB-FC;
RAMLIG;5203697RM;2278023-8056220;6917772PE;;AN;;BT;BRBBB-FC;
RAMLIG;5197493RM;2267272-7987254V;6911568PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916529RM;2278532-8054660;13800185PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923099RM;2267185-7986511;13806755PE;;ABN;;BT;BRBBB-FC;
RAMLIG;11924030RM;2261077-7940308;13807686PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923275RM;2261077-7941368_5500339;13806931PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923273RM;2261077-7943385;13806929PE;;AN;;BT;BRBBB-FC;
RAMLIG;10691162RM;2267098-7983307;12603405PE;;AN;;BT;BRBBB-FC;
RAMLIG;5204188RM;2278269-8058168V;6918263PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916012RM;2278532-8053261;13799662PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916019RM;2278532-8057744;13799669PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916497RM;2278575-8054962;13800153PE;;AN;;BT;BRBBB-FC;
RAMLIG;11923556RM;2267564-7983166;13807212PE;;AN;;BT;BRBBB-FC;
RAMLIG;11913711RM;2278596-8052108V;13797359PE;;AN;;BT;BRBBB-FC;
RAMLIG;11916507RM;2278532-8053260;13800163PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921039RM;2267269-7983662;13804695PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921547RM;2267145-7983425;13805203PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924293RM;2278128-8057842;13807949PE;;AN;;BT;BRBBB-FC;
RAMLIG;11922362RM;2277405-8059452V;13806018PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924308RM;2277838-8054591;13807964PE;;AN;;BT;BRBBB-FC;
RAMLIG;11924155RM;2267590-7985604V;13807811PE;;AN;;BT;BRBBB-FC;
RAMLIG;11921587RM;2267580-7987884;13805243PE;;AN;;BT;BRBBB-FC;
